Project ID,Project Leader,Project Title,Fellowship recipient,Fellowshiptype
FF0668673,"Haddad, P",Separation science based on nanoparticle-coated monolithic scaffold stationary phases,Prof PR Haddad,FF
FF0668679,"Karoly, D",Improving understanding of climate change and its impacts in Australia through detection and attribution of climate change,Prof DJ Karoly,FF
FF0668690,"Nugent, K",Coherent X-ray Science and Biophysics,Prof KA Nugent,FF
FF0668703,"Marusic, I",Wall Turbulence Drag: Physical Mechanisms and Practicable Control Strategies,Prof I Marusic,FF
FF0668705,"McFadden, G",Drug targets in malaria parasites,Prof GI McFadden,FF
FF0668706,"Hughes, T",Science for resilience of coral reef systems,Prof TP Hughes,FF
FF0668718,"Van Hentenryck, P",Adaptive and Integrated Resource Allocation,Prof PR Van Hentenryck,FF
FF0668728,"Burn, P",Dendritic Organic Semiconductors,Dr P Burn,FF
FF0668730,"Lindsey, T","Islam and Modernity: Syari'ah, Terrorism and Governance in South-East Asia",Prof TC Lindsey,FF
FF0668731,"Vidal, G",Quantum Information and Entanglement: a new framework for Science and Technology with quantum many-body systems,Prof G Vidal,FF
FF0668733,"Fairlie, D",Chemical Mimics Of Bioactive Protein Surfaces,Prof DP Fairlie,FF
FF0668747,"Hall, P","Nonparametric Statistical Methods -- New Directions, Theory and Applications",Prof PG Hall,FF
FF0668775,"Turner, G",Television in the post-broadcast era: the role of old and new media in the formation of national communities,Prof G Turner,FF
FF0668778,"Possingham, H",Theory for global biodiversity conservation,Prof HP Possingham,FF
FF0668784,"Braithwaite, J","Restorative Justice and Responsive Governance:  Fresh Challenges, New Theory, Global Networks",Prof J Braithwaite,FF
FF0668802,"Rossjohn, J","An investigation into Infection, Immunity & Rational Drug Design",Dr J Rossjohn,FF
FF0668810,"White, A",Integrated quantum photonics,Prof AG White,FF
FF0668962,"Green, M",Nanostructured Silicon-Based Tandem Solar Cells,Prof MA Green,FF
FF0669018,"Parker, M",Structural neurobiology - developing a new capability in Australia to treat mental illness,Prof MW Parker,FF
FF0669110,"Wallace, G",Nanobionics,Prof GG Wallace,FF
FF0669133,"Burry, M",Complex Architecture and Convergent Design,Prof MC Burry,FF
FF0669149,"Goodnow, C",Discovering genes and mechanisms regulating immune responses,Prof CC Goodnow,FF
FF0669159,"Kiernan, B","Cambodia: Place, People and Politics; Environmental, Economic, Cultural, Political, and Regional History since Earliest Times",Prof BF Kiernan,FF
FF0669224,"Shippenberg, T",Cellular and Neurochemical Basis of Drug Addiction,Dr TS Shippenberg,FF
FF0776050,"MacFarlane, DR",Biocompatible Ionic Liquids - Preserving Bioactive Structure and Function,Prof DR MacFarlane,FF
FF0776056,"Eggleton, BJ",Ultrafast photonic integrated circuits: Unlocking the bandwidth,Prof BJ Eggleton,FF
FF0776072,"McSherry, BM",Rethinking Mental Health Laws: An Integrated Approach,Prof BM McSherry,FF
FF0776078,"Caruso, F",Building Molecularly Engineered Polymer Nanomaterials,Prof F Caruso,FF
FF0776096,"Koopman, PA",Deciphering genome function in animal development,Prof PA Koopman,FF
FF0776122,"Pannell, DJ","Integrating economics and science for land, water and biodiversity policy",Prof DJ Pannell,FF
FF0776124,"Kivshar, YS","All-optical technologies, nanophotonics, and metamaterials",Prof YS Kivshar,FF
FF0776147,"Heath, WR",In vivo imaging of the immune system in self tolerance and infectious disease.,Dr WR Heath,FF
FF0776153,"Gherghetta, T",The New Dimensions of the Quantum Universe,A/Prof T Gherghetta,FF
FF0776177,"Quiggin, JC",Climate change: adaptation and resilience in the face of uncertainty,Prof JC Quiggin,FF
FF0776180,"Niemann, H",Embryo genomics for engineering change,Prof Dr H Niemann,FF
FF0776186,"Praeger, CE","Group actions: combinatorics, geometry and computation",Prof CE Praeger,FF
FF0776190,"Durrant-Whyte, HF",Data Fusion and Perception in Autonomous Networks,Prof HF Durrant-Whyte,FF
FF0776191,"Milburn, GJ",Quantum Nanoscience.,Prof GJ Milburn,FF
FF0776220,"Petersen, IR",Robust and Distributed Control of Quantum Systems,Prof IR Petersen,FF
FF0776223,"Price, H",A Practical Theory of Factual Information: Fundamentals and Applications in Philosophy and Physics,Prof H Price,FF
FF0776229,"Hodges, JR",Long-term memory systems and the human brain,Prof JR Hodges,FF
FF0776384,"Bland-Hawthorn, J",Astrophotonics: exploiting a new technological frontier to probe back to the Dark Ages,Dr J Bland-Hawthorn,FF
FF0776465,"Clark, RG",Coherent Transport of Spin Qubits in an Engineered-Atom Silicon Quantum Computer: Demonstrating the Critical Spintronics,Prof RG Clark,FF
FF0776510,"Waterhouse, PM","Small RNAs: what makes a plant, a plant",Dr PM Waterhouse,FF
LC0348248,"Forbes, D",The Evolution of Gas in Galaxy Groups,Dr VA Kilborn,APDC
LC0348317,"Davidson, M",DROP DEFORMATION IN CONFINED MICROFLUIDIC GEOMETRIES,Dr DJ Harvie,APDC
LC0348353,"Burton, M",Star Formation at Millimetre Wavelengths with the CSIRO Australia Telescope,Dr TH Wong,APDC
LC0348504,"England, M",Quantifying the role of the Southern Ocean for anthropogenic CO2 uptake,Dr BI McNeil,APDC
LC0348524,"Batterham, P",The Cytochrome P450 Gene Super-family in Drosophila melanogaster; Gene Function and Insecticide Resistance,Dr PJ Daborn,APDC
LC0348576,"Dixon, N",Subunit Contacts in a Replicative DNA Polymerase: A New Paradigm for Protein-Protein Interactions?,Dr K Ozawa,APDC
LC0348594,"Craik, D",Development of Novel Pesticidal Agents,Dr ML Colgrave,APDC
LC0348615,"Esselle, K",Photonic Crystal Signal Processing and Antenna Technologies,Dr AR Weily,APDC
LC0348657,"Yu, A",Fundamental studies of the packing and compaction of fine particles,Dr R Yang,APDC
LC0348689,"Soria, J",Atomisation and Combustion Physics of Australian Bio-oils,Dr V Stamatov,APDC
LP0209078,"Kepert, C",Porous Mineral Formulations for Controlled-Release Applications,Dr SJ Thomson,APDI
LP0209231,"Blows, J",Optical parametric amplifiers with exceptional qualities using highly nonlinear optical fibre,Dr JL Blows,APDI
LP0209231,"Blows, J",Optical parametric amplifiers with exceptional qualities using highly nonlinear optical fibre,Mr P Blazkiewicz,APDI
LP0209614,"Neal, A","An evaluation of the effects of individual and environmental factors on participation in training, and the quality of training outcomes",Miss CC Boag,APDI
LP0210571,"Cowling, W",Exploiting the Arabidopsis genome sequence as a molecular 'toolbox' for Brassica improvement,Dr K Bayliss,APDI
LP0210658,"Nielsen, L",Metabolic engineering of sugarcane: production of a biodegradable bioplastic as a test-case,Mr M Purnell,APDI
LP0210907,"Watts, M",The cellular basis of temperature impairment of reproductive function in Atlantic salmon ,Dr M Watts,APDI
LP0211065,"Pethybridge, S",Epidemiology of Phoma spp. complex and other foliar pathogens affecting pyrethrum,Dr SJ Pethybridge,APDI
LP0211206,"Kuczera, G",Optimal Source Control in Urban Water Cycle Management,Mr P Coombes,APDI
LP0211375,"Whittington, I",Integrated management of pathogenic monogenean (flatworm) parasite infections in warm water finfish aquaculture,Dr I Ernst,APDI
LP0211420,"Vanclay, F",Activating and maintaining community participation in natural and cultural resources initiatives in the Murray-Darling Basin,Dr P Sinclair,APDI
LP0211472,"Langton, M","Agreements, Treaties and Negotiated Settlements with Indigenous Peoples in Settler States: their role and relevance for Indigenous and other Australians",Ms L Palmer,APDI
LP0211499,"King, D","Natural Hazard Vulnerability: A study of risk, vulnerability, behaviour, attitudes and perceptions of warnings",Ms L Anderson-Berry,APDI
LP0211545,"Parry, L","Relaxin action in the heart, kidney, lung and uterus: understanding fibrosis",Dr CS Samuel,APDI
LP0211607,"Walkden-Brown, S",Molecular approaches to solving current and emerging problems in the epidemiology and diagnosis of Marek's disease in Australia,Mr AF Islam,APDI
LP0211846,"Mills, D",Multi Tower Solar Array (MTSA) for combined heat and power applications in urban areas,Dr CJ Dey,APDI
LP0211940,"Evans, G",In vitro prediction tests of fertility of frozen semen of sheep and cattle,Dr L Gillan,APDI
LP0211975,"Malherbe, M",Reforming of Liquid Hydrocarbon Fuels for Application in Solid Oxide Fuel Cells Technology,Dr PC Andy,APDI
LP0212042,"McArthur, C",Understanding and manipulating stress physiology of eucalypt seedlings to improve survival and growth,Mr DC Close,APDI
LP0212075,"Eyre, B",The Impact of Trawling on Nitrogen Removal through Sediment Denitrification in Western Moreton Bay,Mr A Ferguson,APDI
LP0212117,"Possingham, H",Predicting metapopulation dynamics with multiple patch states,Dr RA Tyre,APDI
LP0214128,"Dawson, W",How tired is too tired? Determining the effects of fatigue on pilots' performance in a simulated flight environment,Mr G Roach,APDI
LP0214139,"Warr, G",Improving explosive emulsions by understanding surfactant interactions,Dr TW Davey,APDI
LP0218847,"Strugnell, R","The molecular pathogenesis of Equine rhinitis A virus, a major respiratory pathogen of horses",Ms T Hinton,APDI
LP0218848,"Kennedy, I",POLYMER-BASED COATINGS TO INCREASE THE SURVIVAL OF MICROBIAL INOCULANTS APPLIED TO AGRICULTURAL SEEDS,Ms R Deaker,APDI
LP0218877,"Stokoe, R",Potential of Corymbia torelliana hybrids for hardwood forestry and investigation of their seed dispersal by Trigona bees,Ms R Stokoe,APDI
LP0219352,"O'Neil, J",Prediction and Management Strategies for Blooms of the Toxic Cyanobacterium Lyngbya majuscula in Coastal Australian Waters,Dr T Lukondeh,APDI
LP0219387,"Pate, D",The Adelaide Hills Face Zone: Reconstructing the cultural landscape and the identification of sites of cultural significance.,Dr PA Smith,APDI
LP0219471,"Sullivan, L","Wetland regeneration for effluent reuse, acid sulfate soil management and carbon credits.",Dr K Bolton,APDI
LP0219720,"Witcomb, A","Place, taste and tradition: A history of ideas about heritage in Western Australia as a foundation for change.",Ms J Sassoon,APDI
LP0219724,"Sullivan, L",Drains in acid sulfate soils: behaviour and management for optimal water quality,Mr RT Bush,APDI
LP0219784,"Leaney, J",Architecture-based Open Network Management Systems for Next Generation Telecommunications,Dr T O'Neill,APDI
LP0346925,"Croft, D",Saving Wildlife: Saving People On Our Roads,Dr D Ramp,APDI
LP0346973,"Schembri, A",Sociolinguistic variation in Australian Sign Language (Auslan): Theoretical and applied dimensions,Dr A Schembri,APDI
LP0347021,"Kalyanasundaram, S",Stamp forming of lightweight fibre-metal laminate systems,Dr P Compston,APDI
LP0347084,"Bilek, M",The Surface Science of Vacuum Glazing,Dr N Ng,APDI
LP0347126,"Thompson, R",Optimisation of cell culture and molecular typing for the characterisation of  Cryptosporidium in water.,Ms N Hijjawi,APDI
LP0347167,"Sargison, J",Improvement of water conveying efficiency in hydroelectric power generation systems by optimising pipe friction losses,Dr JE Sargison,APDI
LP0347221,"Peterson, N","Anthropological and Aboriginal perspectives on the Donald Thomson Collection: material culture, collecting and identity",Dr ML Hamby,APDI
LP0347332,"Salisbury, S","Life and environments of the Lower Cretaceous Winton Formation, western Queensland: The Winton Dinosaur Project",Dr SW Salisbury,APDI
LP0347389,"Barber, J",Disruptive children in alternative care: new approaches to the prevention of placement breakdown. ,Ms R Gilbertson,APDI
LP0347556,"Pecl, G",Tracking squids from embryos to adults - novel approaches and new directions,Dr GT Pecl,APDI
LP0347616,"Giles, D",Evolution of the Proterozoic lithosphere and its bearing of sediment hosted base metal mineralisation,Dr D Giles,APDI
LP0347709,"Sofoulis, Z","Transforming Drivers:  Driving as Social, Cultural and Gendered Practice",Ms S Redshaw,APDI
LP0347711,"Beardall, J",Taxonomic discrimination and compositional analysis of microalgae using Fourier-transform infrared (FT-IR) spectroscopy,Dr P Heraud,APDI
LP0347734,"Menzies, N",Conservation tillage and its potential to affect catchment salt and water balances,Ms K Page,APDI
LP0347788,"Griffin, M","Unravelling Leadership Development: Evaluating outcomes, contrasting interventions, and exploring processes",Dr CM Mason,APDI
LP0348863,"Masselos, J",Couples: depictions of sexuality in South and Southeast Asian art,Mr AO Carton,APDI
LP0348864,"Williams, M",Responding to the threat of climate change: identifying effective strategies for the wheat industry of  south-east Australia ,Ms Q Luo,APDI
LP0348909,"Hay, P",Environmental Education and Marine Ecosystem Degradation: The Role of Site-specific Art as Communicative Strategy within Community Awareness-raising Programs,Ms JW Quon,APDI
LP0348930,"Anderson, V",Cerebral plasticity or early vulnerability?  Identifying critical periods for childhood development and recovery.,Ms R Jacobs,APDI
LP0348945,"Zhang, D",Mechanisms of Ammonium Nitrate Decomposition and Stability of Industrial Explosives in Reactive Mining Grounds,Mr B Feng,APDI
LP0348958,"Hobbs, R",Rapid genetic delineation of local provenance for effective restoration of urban bushland remnants,Dr JD Bussell,APDI
LP0348994,"Nayar, C",CONTROL AND INTERFACING OF GRID-CONNECTED IGBT INVERTERS FOR SMALL-SCALE WIND GENERATORS ,Mr H Dehbonei,APDI
LP0349004,"Bond, A",Fabrication and Application of Ion-Sensors Based on the Voltammetry of Nanocrystals Adhered to Electrode Surfaces,Dr J Zhang,APDI
LP0349048,"Wu, Y",Development of sophisticated structural design guidelines for the new building product known as Rapidwall,Dr Y Wu,APDI
LP0349069,"Velonaki, M",Fish-Bird: Autonomous Interactions in a Contemporary Arts Setting,Ms M Velonaki,APDI
LP0349104,"Batty, A",Biology and Integrated conservation of temperate Australian orchids,Dr AL Batty,APDI
LP0349118,"Harry, E",Bacterial Proteomics: From Cell Division to Novel Antibiotic Targets,Dr S Srinivasan,APDI
LP0349175,"Miller, P",Estimation of School Cost Functions ,Ms M Giles,APDI
LP0349199,"Finston, T","Genetic evaluation of the diversity of the stygobitic fauna of the Pilbara, Western Australia",Dr TL Finston,APDI
LP0349203,"Van Berkel, R",Enhancing regional resource synergies through the application of industrial ecology strategies for sustainable development in the Kwinana Industrial Area ,Mr W Altham,APDI
LP0349211,"Marks, J","Acceptability of reclaimed water use in urban Australia: Establishing a baseline and variations based on experience, consultation and trust.",Ms J Marks,APDI
LP0349255,"Ryan, U",Validating protozoa-specific drug targets using peptides from biodiverse gene fragment libraries,Ms L MacDonald,APDI
LP0453538,"Ringer, S",Quantitative Atom Probe Tomography for Nanostructural Analysis of Materials,A/Prof SP Ringer,LIF
LP0453550,"Kear, B",Australian fossil marine reptiles: a research and regional museum program,Mr BP Kear,APDI
LP0453591,"Barry, K",Determining generic indicators of stress in eucalypt leaves for application to the remote sensing of canopy condition and productivity modelling,Dr KM Barry,APDI
LP0453612,"Bellwood, D",Environmental management of coral reef resilience,Dr MS Pratchett,APDI
LP0453613,"Whitehouse, G","Parental leave: access, utilisation and efficacy in Australia",Ms C Diamond,APDI
LP0453639,"Luther-Davies, B","A Laser Guide Star using a High Power, Synchronously Pumped  Optical Parametric Oscillators",Mr VZ Kolev,APDI
LP0453694,"Jenkins, K",Setting rehabilitation targets for regulated floodplain wetlands: linking system structure and function.,Dr KM Jenkins,APDI
LP0453698,"Liu, H",Lithium/Sulfur rechargeable battery for power applications,Ms J Wang,APDI
LP0453794,"Zaw, K","Geochronology, Metallogenesis and Deposit Styles of Loei Foldbelt in Thailand and Laos PDR",Mr AC Harris,APDI
LP0453881,"Bellwood, P",Bronze Age textiles from Dong Son coffins in Vietnam.,Ms JA Cameron,APDI
LP0453978,"Neal, A",Development of a computational model for the prediction of mental workload in air traffic control,Mr SD Loft,APDI
LP0453990,"Martin, J",TALKING THEATRE:  An Audience Development Programme for Regional Queensland and the Northern Territory,Dr RJ Scollen,APDI
LP0454006,"Thompson, R",The epidemiology of canine gastrointestinal parasitic zoonoses in different community settings in Thailand,Dr RJ Traub,APDI
LP0454038,"Martin, G","Reproductive technologies for the conservation of a critically endangered marsupial, the Gilberts potoroo",Dr GM Magarey,APDI
LP0454062,"Taffe, S","Collaborating for Indigenous Rights: a fifty year retrospective exploring the history of black and white Australian activism, 1957-1972",Dr SE Taffe,APDI
LP0454107,"Baldassar, L",Italians in Western Australia: A cultural history and archive of migrants and migration,Dr S Iuliano,APDI
LP0454205,"Smith, R",Matching Oars to Rowers,Dr AG Randell,APDI
LP0454295,"Briggs, C",The End of Conflict? Industrial Conflict and Dispute Resolution in Australia since the Breakdown of the Arbitral Model,Dr C Briggs,APDI
LP0454306,"Zhu, J",Development of Low Cost High Performance Motor Drives for Electrical Appliances using New Soft Magnetic Composite Materials,Mr Y Guo,APDI
LP0454314,"Partington, G",Longitudinal Study of Indigenous Student Retention and Success in High School,Dr A Galloway,APDI
LP0454859,"Leslie, L",Western Australia severe weather prediction: optimising forecasts using new data sources and improved high-resolution models,Dr L Qi,APDI
LP0454885,"Metha, A",Advanced technologies for laser refractive surgery,Dr RA Ashman,APDI
LP0454943,"Barclay, L","Improving Birth Outcomes in China: consequences and potentials of policy, state and professional interactions. ",Dr J Fenwick,APDI
LP0455016,"Monk, L","A Great and Crying Need: A History of Kew Residential Services, 1887-2007, through Innovative Textual, Oral, Aural and Experiential Media",Dr LC Monk,APDI
LP0455067,"Amal, R",Degradation of Oestrogenic and Carcinogenic Substances in Water using alternative water treatment technologies- Membrane Technology and Photocatalysis,Dr HM Coleman,APDI
LP0455074,"Brown, K",Bridging the Gap Between the Provision and Utilisation of Work-life Policies,Ms PK McDonald,APDI
LP0455104,"Williams, L",Development of integrated biological markers of brain function,Dr MJ Breakspear,APDI
LP0455104,"Williams, L",Development of integrated biological markers of brain function,Ms C Dobson-Stone,APDI
LP0455159,"Hazell, D",Quantifying salinity risk to biodiversity,Dr D Hazell,APDI
LP0455177,"Smith, R",Children Walking Well,Dr BM Vanwanseele,APDI
LP0455221,"Burkitt, L",Synchronising phosphorus fertilisation with plant phosphorus demand: a tactic to reduce phosphorus transfer from land to water,Dr LL Burkitt,APDI
LP0455222,"Minasny, B",Soil inference system for bridging the environmental modelling gap,Dr B Minasny,APDI
LP0455249,"Hodgson, P",Developing Light Weight Automotive Structures,Dr I Timokhina,APDI
LP0455250,"Anderson, K","Backpacker cultures, residential communities, and the construction of tourist spaces and landscapes: A regional study of changing tourism dynamics in Sydney ",Dr F Allon,APDI
LP0455281,"Allen, D",Modelling stock market liquidity in Australia and the Asia Pacific Region,Mr F Chan,APDI
LP0455306,"Walker, M",Identification and characterisation of Mycoplasma hyopneumoniae surface-molecules that interact with the host epithelium.,Dr C Jenkins,APDI
LP0455309,"Garkaklis, M",Management of rehabilitated bauxite mines to accelerate the return of vertebrate fauna.,Dr MJ Garkaklis,APDI
LP0455328,"Richards, B",Enhancing the Understanding and Performance of Passivating TiO2 Coatings for Photovoltaic Devices,Dr BS Richards,APDI
LP0455336,"Deam, R",Process scalability and performance prediction of Viscous Transfer Micro Turbines for use as miniaturised power supplies,Mr E Lemma,APDI
LP0455407,"Whitelock, J",Novel Glycoproteomic based diagnostic technology for identifying cartilage tissue turnover and repair.,Dr SM Knox,APDI
LP0455417,"Stanley, F","Developmental pathways to health, education and delinquency outcomes in Western Australia children: a holistic approach to inform early intervention strategies.",Dr J Freemantle,APDI
LP0455427,"Yu, A",Blast furnace ironmaking: from fundamental simulation to process modelling,Mr Y Feng,APDI
LP0455448,"Braithwaite, J",Regulatory Strategies for Improving Health Sector Performance,Ms KM Dwan,APDI
LP0455473,"Milner, A",LANGUAGES OF SECURITY IN THE ASIAN REGION AND AUSTRALIA,Dr AA Dupont,LIF
LP0455517,"Tichon, J",Training for critical thinking and decision making under stress associated with workplace accidents and disasters,Dr JG Tichon,APDI
LP0455692,"Baker, M",DEEP DRILLING OF THE HUMAN PLASMA PROTEOME,Dr A Kapur,APDI
LP0455718,"Kershaw, A",Analysis and interpretation of the cultural and environmental landscape of the nationally significant Mt. Eccles lava flow: a GIS approach,Dr HC Builth,APDI
LP0455732,"O'Neill, S",Insect age: an ecological genomics approach to understanding host-parasite interactions,Mr RL Hugo,APDI
LP0455760,"Ramsay, E","Pathways or cul-de-sacs: the causes, impact and implications of part-time senior secondary study ",Prof EM Ramsay,LIF
LP0560289,"Mahler, S","Determination of the mechanisms of immune system regulation of inflammation by the human protein, chaperonin 10",Dr DY Chin,APDI
LP0560290,"Ryan, N",Exploding the Myth of Change Resistance in Public Service Organisations: New Models of the Determinants of Successful Organisational Transformation ,Dr JM Waterhouse,APDI
LP0560298,"Jerry, D",Towards selective breeding of pearl oysters - quantitative and population genetics of the silver-lipped pearl oyster Pinctada maxima,Dr BS Evans,APDI
LP0560344,"Cooper, D","Fertility Management of Koalas, Kangaroos and Wallabies",Dr C Herbert,APDI
LP0560346,"Chang, E",Trusted Environment for Virtual Collaboration,Mr A Talevski,APDI
LP0560359,"Anderson, F",Witnesses to War: Australian War Correspondents from the Boer to the Gulf War,Dr GR Trembath,APDI
LP0560439,"Newham, L",Integrating Economic Valuation and Water Quality Modelling for Improving Management of Coastal Catchments,Dr LT Newham,APDI
LP0560478,"Evans, C",Towards systemic reform of the Australian personal income tax: developing a sustainable model for the future,Adj/Prof B Andrew,LIF
LP0560518,"Mac Nally, R",Models for biodiversity futures for massively altered agricultural landscapes,Dr PA Vesk,APDI
LP0560544,"Mengersen, K",Elicitation and Integration of Expert Information for Natural Resource Management with a Focus on Water,Dr PM Kuhnert,LIF
LP0560572,"Krockenberger, M",Prevention and treatment of chlamydiosis and cryptococcosis in koalas,Mr DP Higgins,APDI
LP0560619,"Mueller, J",Development of a novel air pollution monitoring strategy - combining passive sampling with toxicity testing,Mr ME Bartkow,APDI
LP0560620,"Summers, R",Relaxin: molecular mechanisms of action in the reversal of fibrosis,Dr X Gao,APDI
LP0560643,"Goldsmith, A","Policing the Neighbourhood: Australian Police Peace-keeping, Capacity-building, and Development in Timor-Leste, Solomon Islands and Papua New Guinea",Dr A McLeod,APDI
LP0560740,"Healy, K",Families on the Fringe:  Promoting the Social Inclusion of Young Families who have Relocated to Non-Metropolitan Areas,Ms JL Smith,APDI
LP0560842,"Hallegraeff, G","Predictive ichthyotoxicity, diagnostics and risk assessment of harmful algal blooms impacting on the Tasmanian salmonid aquaculture industry",Dr J Marshall,APDI
LP0560890,"Possingham, H","A Bayesian framework for metapopulation dynamics of species in endangered  communities: integrating demographic, environmental and genetic data. ",Dr CV Wilcox,APDI
LP0560898,"Maxwell, R",Cross-cultural translations: initiating Australian encounters with post colonial Korean art and national identity,Dr E Ahn,APDI
LP0560980,"Modjeska, D",From Thesis to Book: issues in commercial publication of scholarly work,Dr DA Modjeska,LIF
LP0561052,"Myers, T",Cretaceous marine reptiles from the Eromanga Sea - a research project focussing on the fossils of Outback Queensland,Dr TJ Myers,APDI
LP0561555,"Brook, B",A landscape-scale experimental test of factors driving mammal declines in northern Australia,Ms BR Rankmore,APDI
LP0561563,"Hancock, P","Mining, irrigation, and groundwater: Towards a reliable protocol for assessing the impacts of extraction on groundwater fauna and ecology ",Dr PJ Hancock,APDI
LP0561679,"Huilgol, R",Numerical Modelling of Injection Moulding for Viscoplastic Fluids,Dr Z You,APDI
LP0561753,"d'Arbon, T",Linking Worlds: Strengthening the Leadership Capacity of Indigenous Educational Leaders in Remote Education Settings,Dr J Frawley,APDI
LP0561852,"Griffin, P",Modelling person and item parameters of computer administered problem solving strategies,Dr ML Wu,APDI
LP0561891,"Kippax, S",The role of the internet in building social capital amongst homosexually active men: virtual communities in HIV prevention ,Mr PR Rawstorne,APDI
LP0561974,"Fenwick, S",Risks to human health and the ecosystem from feral pigs in Perth metropolitan water catchments,Dr PJ Adams,APDI
LP0562084,"Reichman, S",Novel approaches to ecologically sustainable and safe rehabilitation of gold mine tailings,Dr SM Reichman,APDI
LP0562153,"Jin, B"," Fungal Biomass Protein, a Bioproduct Derived from a Treatment Process of Winery Waste Streams",Dr S Villas-Boas,APDI
LP0562305,"McAleer, M",Forecasting Risk Thresholds for Portfolio Management and Regulation,Dr S Hoti,APDI
LP0562345,"Sharpe, P","Family and Working Life in the North Eastern Goldfields: A Social History of Gwalia and Leonora (WA), 1890-1990",Dr CJ Fitzgerald,APDI
LP0562398,"Donovan, C",Improving decision making in government service delivery using third party providers,Mr A Gash,APDI
LP0562415,"O'Reilly-Wapstra, J",Selection and deployment of browsing resistant Eucalyptus globulus and Eucalyptus nitens.,Ms JM O'Reilly-Wapstra,APDI
LP0562486,"Feeny, S","Achieving the Millennium Development Goals: The Role of Foreign Aid, Trade and NGOs with a focus on the Asia-Pacific",Dr SD Feeny,APDI
LP0562598,"Jones, A",X-ray tomographic analysis and modelling of metallurgical coke,Ms N Tsafnat,APDI
LP0562609,"Lu, G",Nanostrutured Magnesium-base Composites for High-density Hydrogen Storage,Mr X Yao,APDI
LP0667534,"Strugnell, R",Using transgenic plant-based production and delivery systems to develop an avian influenza vaccine,Miss ME Gahan,APDI
LP0667552,"Reeves, K",Layers of meaning: Historical studies in central Victoria's regional heritage 1834-1950,Mr KJ Reeves,APDI
LP0667744,"Brinkworth, R",Development Of An Artificial Vision System For Motion Detection,Dr RS Brinkworth,APDI
LP0667769,"Dawson, W",Evaluation of a Fatigue Risk Management System in the Australian aviation industry ,Ms K McCulloch,APDI
LP0668022,"Garde, M",Bininj Gunwok Lexicography Project,Dr MJ Garde,APDI
LP0668032,"Newton, J",Developing nurses' work as a learning practice,Dr JM Newton,APDI
LP0668056,"Gattorna, J",Modelling the Dynamics of Supply Chain Alignment: Linking Customer Behaviour to Internal Capabilities,Mr TR Coltman,APDI
LP0668233,"Vicenzino, B","Neuromuscular adaptations to training, cross training and passive physical interventions: A neurophysiological approach to understanding human performance and musculoskeletal injury",Mr AR Chapman,APDI
LP0668235,"Kjelleberg, S",Environmental genomics and novel bioactives from microbial communities on living marine surfaces,Dr T Thomas,APDI
LP0668335,"Sedger, L",Molecular response to interferon beta treatment in multiple sclerosis,Ms FC McKay,APDI
LP0668357,"Tacchi, J",Mapping the missing grassroots: ethnographic action study of local grassroots broadband content (co) creation and consumption,Ms A Humphreys,APDI
LP0668879,"Munn, A",Avoiding Environmental Bankruptcy: the grazing impacts of red kangaroos and sheep,Dr AJ Munn,APDI
LP0668979,"Jeng, D",Port Stephens Flood Tide Delta: Shoreline Management Issues,Dr A Vila Concejo,APDI
LP0669007,"Brugger, J",Bacterial mechanisms of gold mobilisation and precipitation with applications to mineral processing and exploration,Mr F Reith,APDI
LP0669062,"Austin, A",Comparative phylogeography of mound springs-invertebrates: identifying genetically divergent populations for conservation and management,Dr NP Murphy,APDI
LP0669080,"Simpson, S",Australian plague locust population genetics and migratory behaviour,Ms M Chapuis,APDI
LP0669104,"McGowan, H",Water resource management of the Snowy Mountains Hydro-electric Scheme catchment and the Murray-Darling River system - a new perspective on system reliability from drought history reconstruction.,Mr SK Marx,APDI
LP0669113,"Nugegoda, D",Preserving freshwater biodiversity: predictions to manage the effects of suspended sediment and salinity. ,Dr BJ Kefford,APDI
LP0669266,"Schonstein, E",Collaborative approaches to the prevention of work related injuries in railway workers,Dr E Schonstein,APDI
LP0669272,"Luszcz, M","The dynamics of spousal relationships in very late life: transitions, psychological health and longevity",Dr RB Walker,APDI
LP0669290,"Lauck, V",Advancing the Ecological Footprint for Application to Policy Development,Dr V Lauck,APDI
LP0669303,"Bradshaw, C",Ecological-epidemiological models of feral swamp buffalo control in northern Australia,Dr CR McMahon,APDI
LP0669365,"Gable, G",Benchmarking Information Technology Impact in Organisations,Mr D Sedera,APDI
LP0669455,"Baker, A","The biogeochemical cycles of Ni and Co, a functional approach to ecological restoration of lateritic soils",Dr N Perrier,APDI
LP0669456,"Dou, S",Development of high performance second generation superconductors,Dr D Shi,APDI
LP0669552,"Wood, R",Flexible Expertise in Senior Executives,Dr N Beckmann,APDI
LP0669552,"Wood, R",Flexible Expertise in Senior Executives,Mr DB Bowman,APDI
LP0669625,"Brown, G",A predictive phylogenetic classification for Australian acacias and their tropical legume relatives worldwide,Dr GK Brown,APDI
LP0669742,"Mohammed, C",Linking environmental stress in pine plantations to bark stripping by browsers and fungal attack: developing novel options for management,Miss A Smith,APDI
LP0669819,"Leblanc, M",Satellite based monitoring system of lakes and wetlands water quality,Dr SO Tweed,APDI
LP0774918,"Schwab, R",Lifespan learning and literacy for young adults in remote Indigenous communities,Ms IB Kral,APDI
LP0774931,"McDonald, P",Social citizenship and employment for secondary school students,Dr R Price,APDI
