Project ID,Scheme,Submission Year,Commencement Year,Administering Organisation,State/ Territory,Investigators,Project Title,National/Community Benefit,Primary FoR/RFCD,Primary FoR/RFCD Description,Funding Award,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
FT120100132,FT,2011,2012,The University of Adelaide,SA,Dr Michael Samuel,How do mechanical cues regulate tissue renewal and tumour progression?,"Imbalances between cell production and cell death in tissues can be catastrophic, leading to major global health issues such as cancer. This project will use modified mice and protein-protein interaction based techniques to identify how changes in the mechanical properties of tissues regulate the balance between cell production and cell death.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$693,800",,,,,,,,,,,"$87,752","$176,218","$174,432","$170,682","$84,716",,
FT100100536,FT,2010,2010,The University of New South Wales,NSW,Hawkes Dr Evatt R,Accelerating clean automotive innovation: fundamental insights into alternative fuel combustion,"To achieve the maximum efficiency from alternatively fuelled engines, better understanding and predictive models are needed for the major limiting factor in spark-ignition engine efficiency: knock. The project will address this gap, thereby accelerating development of better engines and strengthening national capacity in clean engine technology.",0902,AUTOMOTIVE ENGINEERING,"$699,702",,,,,,,,,"$85,619","$173,613","$176,113","$176,238","$88,119",,,,
FT100100476,FT,2010,2010,The University of Queensland,Qld,Clark Dr Richard J,Development of effective peptide-based drugs,There is huge interest in the development of bioactive peptides and proteins for the treatment of a wide range of diseases. The aim of this research project is to develop potent and effective peptide-based drugs that are able to resist the body's natural degradation pathways so that they can reach their biological target and act as effective drugs.,0304,MEDICINAL AND BIOMOLECULAR CHEMISTRY,"$705,072",,,,,,,,,"$87,969","$176,228","$176,308","$176,308","$88,259",,,,
FT100100358,FT,2010,2010,The Australian National University,ACT,Manning Dr Adrian D,Understanding grassy woodlands as whole ecosystems,Restoring Australia's once vast grassy woodlands needs a sound understanding of the whole ecosystem and robust scientific evidence to inform conservation action. This project will generate such evidence by establishing a National Outdoor Laboratory to inform the sustainable management of our nation's precious remaining woodlands.,0502,ENVIRONMENTAL SCIENCE AND MANAGEMENT,"$705,700",,,,,,,,,"$88,319","$176,487","$176,367","$176,363","$88,164",,,,
FT100100759,FT,2010,2010,The University of Melbourne,Vic,Wong Dr Elaine,Energy-efficient storage and delivery solutions for video-rich services over next-generation broadband access networks,"This project harnesses sustainable technologies to develop a design framework for energy-efficient broadband infrastructures. Key outcomes will contribute towards lowering the energy footprint of future broadband deployments, creating business opportunities in this emerging market and informing policy makers of sustainable strategies.",1005,COMMUNICATIONS TECHNOLOGIES,"$705,953",,,,,,,,,"$88,284","$176,591","$176,613","$176,386","$88,079",,,,
FT100100292,FT,2010,2010,University of South Australia,SA,Vasilev Dr Krasimir A,Nanoengineered gradient substrata as a novel approach for understanding infection mechanisms,"This project will advance our understanding of how bacteria colonise surfaces and will also inform the development of novel antibacterial coatings and diagnostic tools for device-associated infections, which have a significant impact on patients and are a huge burden to the healthcare system.",0903,BIOMEDICAL ENGINEERING,"$706,052",,,,,,,,,"$88,319","$176,638","$176,388","$176,388","$88,319",,,,
FT100100734,FT,2010,2010,The University of Western Australia,WA,Nowak Dr Kristen J,From causative genes to establishing therapies for patients with neuromuscular diseases,"A major focus of this project will be pursuing multiple therapeutic approaches for a class of skeletal muscle diseases, which are most often severe and lethal within the first year of life. It will also hunt down the defective genes in human patients with other neuromuscular diseases and explore how these cause disease.",1199,OTHER MEDICAL AND HEALTH SCIENCES,"$705,654",,,,,,,,,"$88,288","$176,426","$176,401","$176,401","$88,138",,,,
FT110100339,FT,2011,2011,Macquarie University,NSW,Dr Frederik  Vercauteren,Homomorphic cryptography: computing on encrypted data,"This project is driven by the groundbreaking applications of a new cryptographic technology that allows analysis of encrypted (scrambled) data without needing to decrypt (unscramble) it first. The results of this project can be used to enable secure remote data storage, electronic auctions and voting, and protecting medical records.",0804,DATA FORMAT,"$700,956",,,,,,,,,,"$88,957","$174,064","$176,414","$176,414","$85,107",,,
FT100100375,FT,2010,2010,James Cook University,Qld,Berger Dr Lee,Emergence and evolution of a multi-host pandemic: amphibian chytridiomycosis as a model,"Emerging infectious diseases are contributing to the sixth mass extinction. This study will focus on the most important disease, chytridiomycosis, which has caused the extinction of hundreds of amphibian species. It will examine the reasons for its emergence and how it is evolving - this will improve management of it and other emerging diseases.",0707,VETERINARY SCIENCES,"$705,832",,,,,,,,,"$88,119","$176,438","$176,548","$176,478","$88,249",,,,
FT100100657,FT,2010,2010,The University of Queensland,Qld,Sweet Dr Matthew J,Toll-like receptors in infectious and inflammatory diseases: the double-edged sword of innate immunity,The innate immune system is the first line of defence against invading microorganisms. This project will explore the role of specific innate immune genes in the control of infections and the development of inflammatory diseases.,1107,IMMUNOLOGY,"$705,992",,,,,,,,,"$88,249","$176,498","$176,498","$176,498","$88,249",,,,
FT120100715,FT,2011,2012,The University of Melbourne,Vic,Dr Patrick Baker,"Climate-proofing southeastern Australia's native forests: where, when, and how?","Changing environmental conditions and forest fragmentation threaten the ability of native forest species to regenerate or migrate. Using unique long–term datasets and novel statistical analyses, this project will assess future risks to forest regeneration after logging, bushfires, and land abandonment.",0705,FORESTRY SCIENCES,"$683,974",,,,,,,,,,,"$90,166","$176,588","$170,112","$165,399","$81,710",,
FT120100737,FT,2011,2012,The University of Sydney,NSW,Dr Baoping Li,Chinese trade and diplomacy in South-East Asia from the 9th to 19th century common era,"China’s trade in porcelain to South-East Asia over the past millennium provides the longest, continuous, market record for a product. The contrast between official Chinese control and what the archaeology reveals the traders really did, displays the limits of state power and the role of trade as another path in China’s diplomatic engagement with SE Asia.",2103,HISTORICAL STUDIES,"$700,445",,,,,,,,,,,"$89,244","$176,590","$176,644","$173,633","$84,335",,
FT100100721,FT,2010,2010,The University of Queensland,Qld,Blakey Dr Idriss,Smart magnetic resonance imaging (MRI) contrast agents: from early detection to assessment of drug delivery mechanisms,'Smart' contrast agents will be developed for enhancing the performance of magnetic resonance imaging (MRI) of diseases such as cancer by designing them to be triggered by biochemical markers for disease. This has the potential to aid in early detection which can lead to lower mortality rates and consequently a lower burden on the health system.,0303,MACROMOLECULAR AND MATERIALS CHEMISTRY,"$705,669",,,,,,,,,"$88,009","$176,234","$176,528","$176,600","$88,298",,,,
FT100100271,FT,2010,2010,The University of Western Australia,WA,Pfleger A/Prof Kevin D,Development and use of novel technologies to improve drugs targeting G protein-coupled receptor complexes involved in disease,"The purpose of this project is to develop and use new and innovative technologies to improve many of the drugs taken for a wide range of medical conditions. The expected outcomes are the discovery of better drugs and a greater understanding of the drugs currently on the market, particularly enabling improved management of side-effects.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$706,424",,,,,,,,,"$88,303","$176,606","$176,606","$176,606","$88,303",,,,
FT100100695,FT,2010,2010,Griffith University,Qld,Peart Dr Jason N,Stress-sensing and cytoprotection in ageing and disease,"This project aims to unravel the mechanisms responsible for age- and disease-related responses to heart attacks and the efficacy of therapeutic approaches, while deepening our understanding of a novel, potent protective modality effective in aged hearts. This program will provide valuable basic knowledge, leading to more efficacious therapies.",1102,Cardiorespiratory Medicine and Haematology,"$706,512",,,,,,,,,"$88,314","$176,628","$176,628","$176,628","$88,314",,,,
FT120100851,FT,2011,2012,The Walter and Eliza Hall Institute of Medical Research,Vic,Dr Wai-Hong Tham,Complement evasion strategies of malaria parasites,"Pathogens have evolved to protect themselves from deleterious effects of host immune attack. Malaria is one of the most widespread parasitic diseases, yet evasion strategies employed by these parasites are unknown. This project will aim to understand how malaria parasites exploit the innate immune system for successful human infection.",0605,MICROBIOLOGY,"$706,528",,,,,,,,,,,"$88,316","$176,632","$176,632","$176,632","$88,316",,
FT100100100,FT,2010,2010,The Walter and Eliza Hall Institute of Medical Research,Vic,Murphy Dr James M,The discovery and characterisation of novel protein regulators of blood cell formation,"All of the mature blood cells in the human body are derived from a common ancestor cell type known as a stem cell. Our proposed studies will enhance our knowledge of how functional, mature blood cells are formed from stem cells and how dysregulation of these normally tightly controlled pathways can give rise to severe blood diseases.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100112,FT,2010,2010,The Walter and Eliza Hall Institute of Medical Research,Vic,Baum Dr Jacob,Molecular dissection of malaria parasite motility and host-cell invasion across the lifecycle,"Malaria parasites move in a unique way, gliding across cell surfaces and infecting host cells using a unique molecular motor. This research aims to understand the molecular mechanics behind parasite movement and use this to develop novel drugs that might throw a spanner in the parasite motor, blocking movement and thereby preventing malaria disease.",1108,MEDICAL MICROBIOLOGY,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100203,FT,2010,2010,The University of Melbourne,Vic,Jordan Dr Amy S,Assessing a model of the physiological changes at arousal from sleep,"Arousals from sleep are common in the elderly and have adverse consequences. This project will investigate a model of the changes in bodily processes (muscle, brain and cardiovascular activation) that occur when humans awaken from sleep.",1102,Cardiorespiratory Medicine and Haematology,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100235,FT,2010,2010,Howard Florey Institute,VIC,Duncan Dr Jhodie R,The long-term consequences of toluene exposure on the maturing brain,"Inhalant abuse is a significant problem, especially among adolescent and Indigenous communities. This project will provide insights into the long-term neurobiological consequences following inhalant exposure during adolescence when critical aspects of brain development are still occurring, and how these may relate to altered behaviour in adulthood.",1109,NEUROSCIENCES,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100250,FT,2010,2010,University of Tasmania,Tas,Jones Dr Menna E,Can Tasmanian Devils survive by adapting to devil facial tumour disease?,"This research will examine whether or not Tasmanian Devils are capable of adapting fast enough to survive the disease epidemic caused by a new contagious cancer, devil facial tumour disease, and evade extinction. Outcomes will determine long-term management responses to the disease and will set a benchmark for managing wildlife diseases worldwide.",0502,ENVIRONMENTAL SCIENCE AND MANAGEMENT,"$706,536",,,,,,,,,"$88,311","$176,630","$176,638","$176,638","$88,319",,,,
FT100100329,FT,2010,2010,The Australian National University,ACT,Cernusak Dr Lucas A,Reading the isotopic archive: carbon and oxygen stable isotope ratios as recorders of plant physiological processes,"This project will investigate how plant physiological processes are reflected in stable isotope ratios of carbon and oxygen in plant tissues. Results will contribute towards a mechanistic understanding of the processes that cause isotopic modifications, thereby enabling an improved interpretation of naturally occurring stable isotope signals.",0607,PLANT BIOLOGY,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100400,FT,2010,2010,The University of Adelaide,SA,Doonan Dr Christian J,Open framework organic materials for CO2 capture and conversion,"The reduction of CO2 emissions from coal-fired power plants is a technological challenge of global significance. This project will address this challenge by developing a unique system, based upon open framework materials, that will selectively capture CO2 from gas streams and then catalyse its transformation into industrially useful chemicals.",0303,MACROMOLECULAR AND MATERIALS CHEMISTRY,"$706,052",,,,,,,,,"$88,069","$176,388","$176,638","$176,638","$88,319",,,,
FT100100427,FT,2010,2010,The University of Queensland,Qld,Arumugam Dr Thiruma V,Novel pharmacological agents to target stroke-induced brain injury,"There is a looming stroke epidemic in Australia. 72% of Australian stroke sufferers are over the age of 65 and whereas in 1997 only 12% of Australians were in that age group, by 2030 that number will have increased to 23%. There is an urgent need for novel therapies. This project will aid the development of a novel anti-stroke therapy.",1115,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100464,FT,2010,2010,The Australian National University,ACT,Nicotra Dr Adrienne B,"Phenotypic plasticity in plants: evolution, adaptation and its relevance in a changing climate","Plants are highly responsive to the conditions under which they grow, but the combination of conditions they experience will be altered by climate change. This research into plant responses to novel environments posed by climate change will assess whether we can breed for more responsive crops or predict native plant tolerance of climate change.",0602,ECOLOGY,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100613,FT,2010,2010,The Australian National University,ACT,Shaddock Dr Daniel A,Laser interferometry for Space Science,"Laser interferometry is an ultra-sensitive technique for physical measurements. This project will develop laser interferometry to benefit future space missions studying astronomy, astrophysics, climate change and Australia's water resources.",0901,AEROSPACE ENGINEERING,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100620,FT,2010,2010,Monash University,Vic,Smyth Dr Ian M,Using mouse genetics to understand skin development and cell biology,"During embryonic development the skin forms a protective barrier which permits life outside the womb and provides a window into the biology of cells. This project aims to use the skin to identify and characterise genes necessary for embryonic development and maintenance, the development of diseases and to explore their broader roles in other organs.",0604,GENETICS,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100754,FT,2010,2010,The Walter and Eliza Hall Institute of Medical Research,Vic,Kluck Dr Ruth M,Dissecting the mitochondrial pathway of apoptotic cell death,"This research aims to identify each step in cell death regulation by the Bcl-2 family of proteins. Each step is a potential target for drugs that may help cancer cells die, or that may help normal cells such as heart and brain cells recover from damage.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100791,FT,2010,2010,The Walter and Eliza Hall Institute of Medical Research,Vic,Dewson Dr Grant,Controlling apoptotic cell death in health and disease,"Regulating how and when cells die is crucial for the development and maintenance of a healthy body and mind. This project will investigate the proteins that are responsible for controlling cell death with the view to identifying novel ways to target these proteins for the treatment of disorders such as cancer, neurodegenerative disease and autoimmunity.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$706,052",,,,,,,,,"$88,069","$176,388","$176,638","$176,638","$88,319",,,,
FT100100966,FT,2010,2010,Monash University,Vic,Andrews Dr Zane,How appetite-suppressing brain cells maintain normal function and prevent the development of obesity,The brain plays a critical role in body weight gain by balancing appetite-inducing and appetite-suppressing signals. An imbalance in this process causes obesity and promotes diabetes. The aim of this research is to identify how appetite-suppressing brain cells maintain normal function and prevent the development of obesity.,0606,PHYSIOLOGY,"$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT100100991,FT,2010,2010,The Australian National University,ACT,Lane Dr Gregory J,New directions for nuclear structure research in Australia,"Studies of exotic nuclei far from stability with novel devices will support Australia's only top-level research effort in nuclear structure. The research will have fundamental impacts on our understanding of both the nucleus and stellar nucleosynthesis, as well as practical implications for the development of next-generation nuclear reactors.",0202,"ATOMIC, MOLECULAR, NUCLEAR, PARTICLE AND PLASMA PHYSICS","$706,552",,,,,,,,,"$88,319","$176,638","$176,638","$176,638","$88,319",,,,
FT110101050,FT,2011,2011,The University of Adelaide,SA,A/Prof Philip Simon Gerrans,The emotional construction of self representation,This project develops and defends the novel idea that self representation is an artefact of emotional processing. The account will involve case studies of psychiatric disorder characterised by developmental or acquired problems of self representation such as depersonalisation disorder and personality disorders.,2203,PHILOSOPHY,"$696,656",,,,,,,,,,"$85,507","$173,914","$176,814","$174,414","$86,007",,,
FT110100625,FT,2011,2011,Monash University,Vic,A/Prof Christina Louise Twomey,Detention: the humanitarian and imperial origins of internment and concentration camps,"This project examines the colonial origins of the concentration camp system and its previously unexplored links with protection policies for Indigenous and immigrant groups. It will make an important contribution to the way we understand the history of non-criminal and non-citizen detention, humanitarianism and human rights.",2103,HISTORICAL STUDIES,"$722,612",,,,,,,,,,"$96,646","$179,852","$176,863","$181,454","$87,797",,,
FT120100388,FT,2011,2012,The Australian National University,ACT,A/Prof Mark McLelland,International perspectives on the regulation of young people’s user-generated content,"This project will examine international regulatory strategies for explicit user-generated content and suggest ways in which academics, policy makers and globally networked content users can be brought into dialogue so as to generate better informed and more effective regulatory policies.",2002,CULTURAL STUDIES,"$677,195",,,,,,,,,,,"$84,260","$176,884","$173,711","$161,714","$80,627",,
FT120100876,FT,2011,2012,Monash University,Vic,Dr Stavros Selemidis,Understanding the biology of reactive oxygen species,This project will utilise forefront technologies to identify and characterise fundamental biological processes involving toxic free radicals that cause infectious disease and cancer. The approach synergises with researchers across disciplines and universities to ultimately identify future drugs to improve and maintain health.,1115,PHARMACOLOGY AND PHARMACEUTICAL SCIENCES,"$707,688",,,,,,,,,,,"$88,461","$176,922","$176,922","$176,922","$88,461",,
FT120100416,FT,2011,2012,Monash University,Vic,Dr Stephanie Gras,An investigation into the basis of the T-cell mediated adaptive immune response,"Understanding the adaptive immune response to human pathogens is critically important to develop strategies to combat infection. This project will provide a better understanding of how T cells combat viral infection, and will lead to fundamental advances in our understanding of viral immunity and the development of novel immunotherapeutic strategies.",1107,IMMUNOLOGY,"$708,128",,,,,,,,,,,"$88,516","$177,032","$177,032","$177,032","$88,516",,
FT120100170,FT,2011,2012,The University of Queensland,Qld,Dr Michael Piper,Transcriptional control of neural stem cell differentiation during development and disease,"Understanding the molecular mechanisms that control how neural stem cells differentiate is critical to provide potential therapeutic treatment for neurodegenerative diseases and for brain cancer. This project will aim to discover, using an animal model system, the genes and molecules regulating these key biological processes.",1109,NEUROSCIENCES,"$684,422",,,,,,,,,,,"$89,260","$177,046","$173,665","$165,165","$79,287",,
FT120100487,FT,2011,2012,The University of Sydney,NSW,A/Prof Yonghui Li,Compressed network sharing for large-scale distributed systems,The project will make the critical theoretical advances to enable the building of large-scale machine-to-machine communications systems. This will be the essential precursor to technologies for constructing Australia’s intelligent infrastructure and smart cities.,1005,COMMUNICATIONS TECHNOLOGIES,"$708,456",,,,,,,,,,,"$89,807","$177,114","$177,114","$177,114","$87,307",,
FT110100585,FT,2011,2011,The University of Melbourne,Vic,Dr Heroen  Verbruggen,Evolutionary dynamics of the algae: understanding adaptive potential under environmental change,Ecological niches and trace metal availability have large influences on the role of marine algae as a sink for anthropogenic carbon dioxide. This interdisciplinary project will characterise the evolution of ecological niches and trace metal utilisation in marine algae to better predict the fate of anthropogenic carbon dioxide and coastal ecosystems.,0603,EVOLUTIONARY BIOLOGY,"$706,528",,,,,,,,,,"$89,316","$178,632","$177,132","$174,632","$86,816",,,
FT120100778,FT,2011,2012,The University of Sydney,NSW,A/Prof Michele Ford,"Trade unionism and trade union aid in Indonesia, Malaysia and Timor- Leste","This project will trace flows of trade union aid to Indonesia, Malaysia and Timor Leste and analyses its impact on local labour movements. It will provide valuable information about the trade unions and industrial relations systems of each country, and new insights into the international politics and practice of the international labour movement.",1699,OTHER STUDIES IN HUMAN SOCIETY,"$686,151",,,,,,,,,,,"$91,394","$177,137","$171,630","$165,939","$80,052",,
FT110100746,FT,2011,2011,The University of Newcastle,NSW,Dr Christopher Michael Kellett,A general framework for the stability and robustness of dynamical systems,"Stability and robustness are crucial properties of well-engineered dynamical systems. This project aims to unify several notions of stability and robustness and to expand these notions to the emerging area of hybrid systems, which includes next generation electricity distribution networks.",0102,APPLIED MATHEMATICS,"$700,316",,,,,,,,,,"$89,077","$177,154","$177,154","$173,004","$83,927",,,
FT110100587,FT,2011,2011,The Australian National University,ACT,Dr Jennifer  Deger,Digital relations: new media in Arnhem Land,"Digital media provide powerful new ways for remote Indigenous Australians to participate in a globalising world. Research partnerships between clan groups, community-based Aboriginal organisations, and international institutes will reveal how Yolngu are creatively re-articulating contemporary social concerns and identities via new media forms.",1601,ANTHROPOLOGY,"$710,982",,,,,,,,,,"$89,224","$177,133","$177,174","$178,358","$89,093",,,
FT110100319,FT,2011,2011,Monash University,Vic,Dr David William Lupton,Extending the frontiers of organocatalysis: new reactions involving nucleophilic carbenes,High technology solutions to the problems of today and tomorrow require new materials designed for specific activities. This project will deliver new technologies for the rapid and efficient assembly of materials designed for function.,0305,ORGANIC CHEMISTRY,"$710,628",,,,,,,,,,"$88,916","$178,082","$177,282","$177,232","$89,116",,,
FT120100153,FT,2011,2012,The University of Newcastle,NSW,Dr Ian Grainge,"Characterisation of a powerful molecular motor, the FtsK DNA translocase","The FtsK protein is a fast and powerful molecular motor, a pump that can, and does, move an entire bacterial chromosome. This project will uncover the detail of the mechanism used by this motor to convert the cell's chemical energy source Adenosine Triphosphate (ATP) into movement of DNA; revealing the molecular detail of a fast and powerful motor.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$709,318",,,,,,,,,,,"$89,171","$177,317","$177,342","$177,342","$88,146",,
FT120100164,FT,2011,2012,The Walter and Eliza Hall Institute of Medical Research,Vic,Dr Christopher Tonkin,Activation of invasion in Toxoplasma,"Host cell invasion is critical for the establishment and maintenance of infection by the single-celled parasite Toxoplasma gondii, the causative agent of Toxoplasmosis. This project will use the latest molecular techniques to understand how invasion is activated and will define a new set of drug targets to treat Toxoplasmosis and related diseases.",1108,MEDICAL MICROBIOLOGY,"$709,376",,,,,,,,,,,"$88,672","$177,344","$177,344","$177,344","$88,672",,
FT110100249,FT,2011,2011,University of Wollongong,NSW,Dr Todd William Mitchell,Lipidomics of vision,"Presbyopia and cataract are the major causes of visual impairment worldwide. Nevertheless, our understanding of lens ageing at both a cellular and molecular level is limited. This project will gain new insight into the effect of age on lens membrane lipids and their role in the development of presbyopia and cataract.",1101,MEDICAL BIOCHEMISTRY AND METABOLOMICS,"$707,748",,,,,,,,,,"$89,230","$178,467","$177,347","$175,407","$87,297",,,
FT120100145,FT,2011,2012,The Walter and Eliza Hall Institute of Medical Research,Vic,Dr Melissa Call,Defining the molecular architecture of a lymphocyte-activating receptor complex,A robust immune response requires activation of sentinel T cells. This project will seek to understand the architecture of receptors at the T cell surface that allow these important immune cells to sense the presence of pathogens that react accordingly.,0601,BIOCHEMISTRY AND CELL BIOLOGY,"$709,528",,,,,,,,,,,"$88,566","$177,382","$177,382","$177,382","$88,816",,
FT120100357,FT,2011,2012,The University of New South Wales,NSW,Dr Ehsan Arabzadeh,Neuronal and behavioural correlates of sensory adaptation,"Sensory systems adapt to the statistics of their environment, and the consequences of this adaptation are evident in neuronal activity and in animal’s behaviour. This project will employ a novel paradigm to characterise how adaptation changes the response properties of individual sensory neurons to improve efficiency of information transmission.",1701,PSYCHOLOGY,"$692,788",,,,,,,,,,,"$88,156","$177,447","$177,397","$168,947","$80,841",,
FT120100564,FT,2011,2012,The University of Melbourne,Vic,Dr Georgina Such,"Advanced bio-inspired polymer assembly: tools for diagnostics, imaging and therapies","‘Smart’ polymeric materials have the potential to make a significant impact in areas such as healthcare. However, to do this effectively the materials will need to respond intelligently to biological signals. This project will involve the synthesis and application of ‘smart’ polymer films and particles, which mimic biological behaviour.",0303,MACROMOLECULAR AND MATERIALS CHEMISTRY,"$709,778",,,,,,,,,,,"$88,191","$177,507","$177,382","$177,382","$89,316",,
FT120100893,FT,2011,2012,Monash University,Vic,Dr Fasseli Coulibaly,Structural analysis of poxviruses: advancing our understanding of complex DNA viruses and their in vivo crystals,"This project will use innovative structural biology approaches to investigate two key particles of poxviruses, the largest viruses infecting humans. Advance in understanding of immature particles and natural crystals of poxviruses will provide the basis for the development of broad-spectrum antivirals and novel microparticles for vaccine-delivery.",0601,BIOCHEMISTRY AND CELL BIOLOGY,"$710,528",,,,,,,,,,,"$88,816","$177,632","$177,632","$177,632","$88,816",,
FT120100759,FT,2011,2012,University of Tasmania,Tas,Dr Zanna Chase,Southern Ocean oxygen variability since the last glacial maximum,"Recently observed decreases in ocean oxygen concentration could decrease ocean biodiversity and accelerate climate change. This project will determine the links between climate change and ocean oxygenation since the last ice age, and provide a way to predict future oxygen concentrations.",0405,OCEANOGRAPHY,"$706,046",,,,,,,,,,,"$88,951","$177,676","$176,930","$175,347","$87,142",,
FT120100150,FT,2011,2012,The Flinders University of South Australia,SA,Dr Anna Ziersch,Stigma and discrimination and their detrimental impact on social inclusion and health and well-being,"Experiencing stigma and discrimination harms health and wellbeing, and prevents people from being fully included in society. This project will help us understand how to best reduce stigma and discrimination, and to protect people from their negative effects.",1117,PUBLIC HEALTH AND HEALTH SERVICES,"$634,236",,,,,,,,,,,"$89,316","$177,724","$161,922","$139,394","$65,880",,
FT120100299,FT,2011,2012,The Australian National University,ACT,Dr Marc Oxenham,"Origins, health and demography of ancestral Southeast Asians: 2500 BC to 1000 AD","This project will investigate the origins, demography and health of ancestral Southeast Asian peoples, particularly during and after the Neolithic revolution. This crucial and transformative period in prehistory ushered into Southeast Asia the first farmers, novel technological changes, waves of new migrants and hitherto unknown diseases.",2101,ARCHAEOLOGY,"$708,777",,,,,,,,,,,"$89,276","$177,725","$177,535","$176,664","$87,578",,
FT120100581,FT,2011,2012,Howard Florey Institute,VIC,Dr Baijun (Ben) Gu,The role of P2X7 and P2X4 receptor mediated innate phagocytosis in pathogenesis and treatment of neurodegenerative diseases,This project will identify how inherited variation in two proteins of the brain can accelerate the removal of neurones and predispose to a range of neurodegenerative diseases. Knowledge of the biological basis of this finding will allow a search for new compounds which will slow and protect against this form of neurodegeneration.,1109,NEUROSCIENCES,"$711,228",,,,,,,,,,,"$88,616","$177,732","$177,832","$177,882","$89,166",,
FT120100289,FT,2011,2012,The Australian National University,ACT,Dr Patrick Kluth,Investigation of the structure and stability of ion tracks in application-specific materials and environments,"This project will use an innovative experimental approach to study the structure and stability of high-energy ion tracks in solids. It will resolve open questions related to applications in geology, nanotechnology, and nuclear physics, and provide new strategies for understanding materials behaviour under extreme experimental conditions.",0204,CONDENSED MATTER PHYSICS,"$710,628",,,,,,,,,,,"$89,016","$177,782","$177,032","$177,532","$89,266",,
FT110100685,FT,2011,2011,Macquarie University,NSW,Dr Elena  Belousova,Dating down under: resolving Earth's crust - mantle relationships,"This project will investigate the origin and evolution of the continental crust and its tectonic and genetic links to the mantle beneath it. By providing new insights into the timing and mechanisms of fluid transfer between mantle and crust, it will be directly relevant to mineral exploration targeting worldwide.",0402,GEOCHEMISTRY,"$711,418",,,,,,,,,,"$88,831","$177,797","$177,797","$177,912","$89,081",,,
FT110100754,FT,2011,2011,The Australian National University,ACT,Dr Lan  Fu,High performance compound semiconductor nanowire optoelectronic devices,"Semiconductor nanowires are emerging nano-materials with substantial opportunities for novel photonic and electronic device applications. This project aims at developing a new generation of high performance nanowire-based light-emitting diodes (LEDs), lasers and photodetectors, which will make great contribution to the nation in the areas of science, technology and industry.",1007,NANOTECHNOLOGY,"$711,228",,,,,,,,,,"$88,966","$177,932","$177,807","$177,682","$88,841",,,
FT110100170,FT,2011,2011,University of Wollongong,NSW,Dr Jung Ho  Kim,Development of a solid nitrogen cooled magnesium diboride (MgB2) magnet for persistent-mode operation,"Soaring price for liquid helium has increased demand for cryogen-free superconducting magnets more than ever. If magnetic resonance imaging magnets, which represent over 50 per cent of the world superconducting markets, could be operated without liquid helium, magnetic resonance imaging would be much more affordable and enable reduced health care costs.",0912,MATERIALS ENGINEERING,"$708,008",,,,,,,,,,"$89,286","$178,577","$177,827","$175,427","$86,891",,,
FT120100471,FT,2011,2012,University of Tasmania,Tas,A/Prof Keith Jacobs,A sociological investigation of key problems in contemporary Australian housing policy-making,Long-standing housing problems in Australia have exacerbated social division and conflicts within Australia. This project will investigate the causes and impact of these social divisions and conflicts. Its findings will provide insights about the conduct of social policy and the capacity governments to address contemporary housing problems.    ,1608,SOCIOLOGY,"$684,670",,,,,,,,,,,"$86,099","$177,855","$177,855","$164,481","$78,382",,
FT110100084,FT,2011,2011,Monash University,Vic,Dr Sarah Jane Spencer,Developmental programming of adult stress responses: early life nutrition permanently alters stress and immune function,Obese children are more likely to grow up to be obese adults than normal-weight children are. Their early life diet may be at least partly to blame. Early life nutrition can also compromise ability to respond to stress or inflammation. This project will investigate how this occurs and if these effects are specific to the developmental period.,1111,NUTRITION AND DIETETICS,"$707,798",,,,,,,,,,"$88,197","$177,086","$177,860","$176,813","$87,842",,,
